,size,calories_kcal,fats_g,sod_mg,carb_g,fiber_g,sugar_g,protein_g,vitA_g,calcium_mg,thiamin_mg,zinc_mg,potassium_mg,magnesium_mg,vitE_mg,vitK_mcg,vitC_mg,vitB6_mg,copper_mg,carotene_mg,carotene_mcg,cryptoxanthin_mcg,lycopene_mcg,cholesterol_mg,quality
0,1,21.26,0.2,8.79,4.45,0,2.69,0.37,0,1.7,0.07,2.13,13.61,3.12,0.03,0.17,6.95,0.07,0.02,3.4,1.98,1.13,0,0,1
1,,82.49,0.79,2.26,17.4,0.9,11.85,1.47,33.9,10.17,0.47,0.4,53.11,12.43,0.18,2.49,24.63,0.23,0.08,14.69,2.26,9.04,0,0,0
2,1,20.7,0.2,0.57,4.37,0.23,2.97,0.37,8.51,2.55,0.12,0.1,13.32,3.12,0.05,0.62,6.18,0.06,0.02,3.69,0.57,2.27,0,0,1
3,1,32.89,1.16,13.04,4.34,0.31,0,1.42,29.77,62.37,0.14,0.26,57.83,9.92,0,0,0.37,0.02,0.03,0,0,0,0,3.12,3
4,1,58.95,0.9,17.85,11.01,0.78,2.06,1.8,10.35,97.65,0.54,0.28,109.65,17.7,0.75,0.45,0.7,0.06,0.06,4.2,4.05,0,0,0,1
5,1,55.52,0.99,6.67,9.84,0,0,1.92,3.27,163.87,0.39,0.53,36.78,20.73,0,0,0,0.02,0.08,0,0,0,0,0,3
6,1,9.38,0.17,1.13,1.66,0,0,0.32,0.55,27.7,0.07,0.09,6.22,3.5,0,0,0,0,0.01,0,0,0,0,0,3
7,1,9.82,0.15,2.98,1.84,0.13,0.34,0.3,1.72,16.27,0.09,0.05,18.27,2.95,0.12,0.08,0.12,0.01,0.01,0.7,0.68,0,0,0,3
8,1,32.89,1.08,17.29,4.54,0,0,1.33,28.07,58.4,0.18,0.18,70.02,8.51,0,0,0.45,0.03,0.02,0,0,0,0,0,3
9,1,32.6,1.11,13.89,4.34,0,0,1.42,0,81.93,0.14,0.26,48.2,9.92,0,0,0,0.02,0.03,0,0,0,0,0,3
10,1,58.65,0.74,4.8,11.64,0.08,0.02,1.06,0,127.5,0.4,0.3,57.75,30.9,0.75,0,0.36,0.07,0.05,0,0,0,0,0,3
11,1,9.78,0.12,0.8,1.94,0.01,0,0.18,0,21.25,0.07,0.05,9.62,5.15,0.12,0,0.06,0.01,0.01,0,0,0,0,0,3
12,1,32.6,1.02,13.04,4.73,0.03,0,1.11,29.77,67.76,0.13,0.18,53.86,12.76,0,0,0.34,0.03,0.02,0,0,0,0,3.12,3
13,,89.27,0.45,31.64,19.32,1.13,2.53,1.36,23.73,19.21,0.29,0.09,31.64,3.39,0.05,0.23,35.71,0.26,0.06,10.17,0,7.91,0,0,1
14,4,89.27,0.45,31.64,19.32,1.13,2.53,1.36,23.73,19.21,0.29,0.09,31.64,3.39,0.05,0.23,35.71,0.26,0.06,10.17,0,7.91,0,0,1
15,4.25,94.8,0.48,33.6,20.52,1.2,2.69,1.44,25.2,20.4,0.31,0.1,33.6,3.6,0.05,0.24,37.92,0.28,0.06,10.8,0,8.4,0,0,1
16,1,22.4,0.11,7.94,4.85,0.28,0.64,0.34,5.95,4.82,0.07,0.02,7.94,0.85,0.01,0.06,8.96,0.07,0.01,2.55,0,1.98,0,0,3
17,1,12.64,0.06,4.48,2.74,0.16,0.36,0.19,3.36,2.72,0.04,0.01,4.48,0.48,0.01,0.03,5.06,0.04,0.01,1.44,0,1.12,0,0,3
18,1,60.6,0.63,14.4,11.98,0.15,2.5,1.3,4.35,103.65,0.6,0.22,115.35,21.15,0.06,0.57,0.3,0.1,0.04,1.8,1.65,0,0,0,1
19,1,10.1,0.1,2.4,2,0.02,0.42,0.22,0.72,17.27,0.1,0.04,19.23,3.52,0.01,0.1,0.05,0.02,0.01,0.3,0.28,0,0,0,3
20,1,33.17,0.99,16.16,4.82,0.06,0,1.19,28.35,60.39,0.19,0.16,71.73,9.64,0,0,0.31,0.04,0.01,5.1,0,0,0,3.12,3
21,1,32.6,0.94,13.89,4.85,0,0,1.11,30.62,82.5,0.13,0.18,39.97,12.76,0,0,0,0.03,0.02,7.65,0,0,0,0,3
22,6,134.3,0.34,17,31.11,1.02,17.85,1.53,25.5,27.2,0.22,0.24,85,8.5,0.07,0.34,15.81,0.19,0.04,11.9,0,8.5,0,0,0
23,,134.3,0.34,17,31.11,1.02,17.85,1.53,25.5,27.2,0.22,0.24,85,8.5,0.07,0.34,15.81,0.19,0.04,11.9,0,8.5,0,0,0
24,1,22.4,0.06,2.84,5.19,0.17,2.98,0.26,4.25,4.54,0.04,0.04,14.18,1.42,0.01,0.06,2.64,0.03,0.01,1.98,0,1.42,0,0,1
25,1,11.85,0.03,1.5,2.74,0.09,1.58,0.14,2.25,2.4,0.02,0.02,7.5,0.75,0.01,0.03,1.4,0.02,0,1.05,0,0.75,0,0,2
26,1,60.45,0.72,3.75,11.56,1.83,3.33,1.89,3,90,0.22,0.39,77.4,21,0.17,1.25,8.74,0.04,0.09,1.5,0,0.6,0,0,1
27,,88.4,3.06,56.1,12.07,1.53,0,3.23,244.8,40.8,0.01,0.49,59.5,5.1,0,0,1.19,0.03,0.04,0,0,0,0,107.1,3
28,1,14.74,0.51,9.36,2.01,0.26,0,0.54,40.82,6.8,0,0.08,9.92,0.85,0,0,0.2,0.01,0.01,0,0,0,0,17.86,3
29,,57.63,2.03,37.29,7.91,1.02,0,2.15,159.33,27.12,0.01,0.33,44.07,3.39,0,0,0.79,0.02,0.02,0,0,0,0,71.19,3
30,1,14.46,0.51,9.36,1.98,0.26,0,0.54,39.97,6.8,0,0.08,11.06,0.85,0,0,0.2,0.01,0.01,0,0,0,0,17.86,3
31,,65.54,1.7,42.94,9.04,0,0,2.49,181.93,30.51,0.01,0.37,49.72,3.39,0,0,0.9,0.03,0.03,0,0,0,0,57.63,3
32,1,16.44,0.43,10.77,2.27,0,0,0.62,45.64,7.65,0,0.09,12.47,0.85,0,0,0.23,0.01,0.01,0,0,0,0,14.46,3
33,,28.14,0.86,12.48,4.36,0.01,1.62,0.77,1.5,6.56,0.09,0.07,32.56,3.18,0.03,0.36,0.46,0.38,0,0.06,0,0,0,0,2
34,1,122.76,3.74,54.43,19.02,0.06,7.06,3.35,6.52,28.63,0.41,0.31,142.03,13.89,0.13,1.56,1.98,1.67,0.02,0.28,0,0,0,0,0
35,,34.8,1.01,0.72,5.9,0.27,1.94,0.54,187.84,6.64,0.04,0.06,34,2.4,0.12,0.26,0.12,0.02,0,80.16,64.8,0.16,0,0.32,2
36,,22.1,0.72,18.5,3.56,0.01,0,0.38,0,1.6,0.02,0.03,7.8,1.1,0,0,0.28,0,0,0,0,0,0,0.05,3
37,1,125.31,4.05,104.9,20.19,0.06,0,2.15,0,9.07,0.14,0.15,44.23,6.24,0,0,1.56,0.01,0.02,0,0,0,0,0.28,3
38,,3.33,0.14,7.52,0.47,0.03,0.09,0.06,25,0.29,0,0.01,1.72,0.26,0.02,0.24,0.35,0,0,12.78,4.45,0.01,13.18,0,3
39,4,76.84,0.9,33.9,15.98,0.9,11.92,1.13,21.47,12.43,0.01,0.14,101.7,5.65,0.08,0.23,13.56,0.15,0.05,9.04,7.91,0,0,32.77,0
40,4.25,81.6,0.96,36,16.97,0.96,12.66,1.2,22.8,13.2,0.01,0.14,108,6,0.08,0.24,14.4,0.16,0.05,9.6,8.4,0,0,34.8,0
41,,76.84,0.9,33.9,15.98,0.9,11.92,1.13,21.47,12.43,0.01,0.14,101.7,5.65,0.08,0.23,13.56,0.15,0.05,9.04,7.91,0,0,32.77,0
42,1,10.2,0.12,4.5,2.12,0.12,1.58,0.15,2.85,1.65,0,0.02,13.5,0.75,0.01,0.03,1.8,0.02,0.01,1.2,1.05,0,0,4.35,2
43,4,88.14,0.56,15.82,19.66,0.56,4.46,1.24,22.6,33.9,0.01,0.29,113,11.3,0.02,0.11,15.71,0.09,0.02,4.52,4.52,0,0,1.13,0
44,4,88.14,0.56,15.82,19.66,0.56,4.46,1.24,22.6,33.9,0.01,0.29,113,11.3,0.02,0.11,15.71,0.09,0.02,4.52,4.52,0,0,1.13,0
45,4.25,93.6,0.6,16.8,20.88,0.6,4.74,1.32,24,36,0.01,0.31,120,12,0.02,0.12,16.68,0.1,0.02,4.8,4.8,0,0,1.2,0
46,,88.14,0.56,15.82,19.66,0.56,4.46,1.24,22.6,33.9,0.01,0.29,113,11.3,0.02,0.11,15.71,0.09,0.02,4.52,4.52,0,0,1.13,0
47,1,11.7,0.08,2.1,2.61,0.08,0.59,0.16,3,4.5,0,0.04,15,1.5,0,0.02,2.08,0.01,0,0.6,0.6,0,0,0.15,3
48,4,87.01,0.79,15.82,19.27,0.45,15.39,0.56,46.33,28.25,0,0.16,70.06,14.69,0.45,15.03,14.01,0.45,0.03,25.99,0,0,0,4.52,0
49,,87.01,0.79,15.82,19.27,0.45,15.39,0.56,46.33,28.25,0,0.16,70.06,14.69,0.45,15.03,14.01,0.45,0.03,25.99,0,0,0,4.52,0
50,1,11.55,0.1,2.1,2.56,0.06,2.04,0.08,6.15,3.75,0,0.02,9.3,1.95,0.06,2,1.86,0.06,0,3.45,0,0,0,0.6,0
51,,117.3,0.34,25.5,31.28,0.51,28.87,0.34,443.7,8.5,0.01,0.05,56.1,3.4,0.02,0.34,1.87,0.02,0.09,246.5,0,0,0,17,0
52,1,19.56,0.06,4.25,5.22,0.09,4.81,0.06,73.99,1.42,0,0.01,9.36,0.57,0,0.06,0.31,0,0.01,41.11,0,0,0,2.84,0
53,,76.84,0.34,18.08,20.11,0.34,10.34,0.23,294.93,5.65,0.01,0.05,38.42,2.26,0.01,0.23,1.24,0.01,0.06,163.85,0,0,0,11.3,0
54,1,19.28,0.09,4.54,5.05,0.09,2.59,0.06,73.99,1.42,0,0.01,9.64,0.57,0,0.06,0.31,0,0.01,41.11,0,0,0,2.84,1
55,1,196.94,2.24,59.54,40.26,0.46,27.94,4.03,107.63,123.66,0.03,0.69,155.72,11.45,0.21,0,0.92,0.07,0.02,2.29,2.29,2.29,0,87.02,0
56,,146.2,1.67,44.2,29.89,0.34,20.74,2.99,79.9,91.8,0.02,0.51,115.6,8.5,0.15,0,0.68,0.05,0.02,1.7,1.7,1.7,0,64.6,0
57,6,146.2,1.67,44.2,29.89,0.34,20.74,2.99,79.9,91.8,0.02,0.51,115.6,8.5,0.15,0,0.68,0.05,0.02,1.7,1.7,1.7,0,64.6,0
58,6,146.2,1.67,44.2,29.89,0.34,20.74,2.99,79.9,91.8,0.02,0.51,115.6,8.5,0.15,0,0.68,0.05,0.02,1.7,1.7,1.7,0,64.6,0
59,6,146.2,1.67,44.2,29.89,0.34,20.74,2.99,79.9,91.8,0.02,0.51,115.6,8.5,0.15,0,0.68,0.05,0.02,1.7,1.7,1.7,0,64.6,0
60,1,24.38,0.28,7.37,4.98,0.06,3.46,0.5,13.32,15.31,0,0.09,19.28,1.42,0.03,0,0.11,0.01,0,0.28,0.28,0.28,0,10.77,1
61,1,12.04,0.14,3.64,2.46,0.03,1.71,0.25,6.58,7.56,0,0.04,9.52,0.7,0.01,0,0.06,0,0,0.14,0.14,0.14,0,5.32,2
62,1,194.65,4.58,64.12,36.64,0,26.34,3.66,146.56,125.95,0.03,0.64,151.14,11.45,0.53,0,1.83,0.05,0.11,4.58,2.29,2.29,0,18.32,0
63,,96.05,2.26,31.64,18.08,0,13,1.81,72.32,62.15,0.01,0.32,74.58,5.65,0.26,0,0.9,0.02,0.06,2.26,1.13,1.13,0,9.04,0
64,4,96.05,2.26,31.64,18.08,0,13,1.81,72.32,62.15,0.01,0.32,74.58,5.65,0.26,0,0.9,0.02,0.06,2.26,1.13,1.13,0,9.04,0
65,4,96.05,2.26,31.64,18.08,0,13,1.81,72.32,62.15,0.01,0.32,74.58,5.65,0.26,0,0.9,0.02,0.06,2.26,1.13,1.13,0,9.04,0
66,4,96.05,2.26,31.64,18.08,0,13,1.81,72.32,62.15,0.01,0.32,74.58,5.65,0.26,0,0.9,0.02,0.06,2.26,1.13,1.13,0,9.04,0
67,1,24.1,0.57,7.94,4.54,0,3.26,0.45,18.14,15.59,0,0.08,18.71,1.42,0.07,0,0.23,0.01,0.01,0.57,0.28,0.28,0,2.27,1
68,1,11.9,0.28,3.92,2.24,0,1.61,0.22,8.96,7.7,0,0.04,9.24,0.7,0.03,0,0.11,0,0.01,0.28,0.14,0.14,0,1.12,2
69,,134.3,0.27,5.1,32.79,2.38,30.41,0.34,30.6,5.1,0.02,0.05,113.9,6.8,0.07,0.85,30.6,0.03,0.05,13.6,0,10.2,0,0,0
70,1,22.4,0.05,0.85,5.47,0.4,5.07,0.06,5.1,0.85,0,0.01,18.99,1.13,0.01,0.14,5.1,0,0.01,2.27,0,1.7,0,0,0
71,,84.75,0.45,18.08,22.31,1.58,20.22,0.23,55.37,5.65,0.01,0.01,37.29,2.26,0.05,0.56,24.18,0.01,0.07,23.73,0,18.08,0,0,0
72,1,21.26,0.11,4.54,5.6,0.4,5.07,0.06,13.89,1.42,0,0,9.36,0.57,0.01,0.14,6.07,0,0.02,5.95,0,4.54,0,0,0
73,,107.1,0,22.1,29.24,1.02,20.4,0.51,224.4,15.3,0.04,0.08,161.5,8.5,0.49,2.55,5.1,0.06,0.05,108.8,3.4,45.9,0,0,0
74,6,107.1,0,22.1,29.24,1.02,20.4,0.51,224.4,15.3,0.04,0.08,161.5,8.5,0.49,2.55,5.1,0.06,0.05,108.8,3.4,45.9,0,0,0
75,6,107.1,0,22.1,29.24,1.02,20.4,0.51,224.4,15.3,0.04,0.08,161.5,8.5,0.49,2.55,5.1,0.06,0.05,108.8,3.4,45.9,0,0,0
76,1,17.86,0,3.69,4.88,0.17,3.4,0.09,37.42,2.55,0.01,0.01,26.93,1.42,0.08,0.43,0.85,0.01,0.01,18.14,0.57,7.65,0,0,1
77,1,9.45,0,1.95,2.58,0.09,1.8,0.04,19.8,1.35,0,0.01,14.25,0.75,0.04,0.22,0.45,0,0,9.6,0.3,4.05,0,0,2
78,,66.67,0,15.82,18.08,0.68,14.24,0.34,149.16,10.17,0.02,0.05,106.22,5.65,0.33,1.7,2.82,0.04,0.03,72.32,2.26,30.51,0,0,0
79,4,66.67,0,15.82,18.08,0.68,14.24,0.34,149.16,10.17,0.02,0.05,106.22,5.65,0.33,1.7,2.82,0.04,0.03,72.32,2.26,30.51,0,0,0
80,4.25,70.8,0,16.8,19.2,0.72,15.12,0.36,158.4,10.8,0.02,0.05,112.8,6,0.35,1.8,3,0.04,0.04,76.8,2.4,32.4,0,0,0
81,1,16.73,0,3.97,4.54,0.17,3.57,0.09,37.42,2.55,0,0.01,26.65,1.42,0.08,0.43,0.71,0.01,0.01,18.14,0.57,7.65,0,0,1
82,1,8.85,0,2.1,2.4,0.09,1.89,0.04,19.8,1.35,0,0.01,14.1,0.75,0.04,0.22,0.38,0.01,0,9.6,0.3,4.05,0,0,2
83,,90.4,1.02,22.6,20,0.68,0,1.24,129.95,36.16,0.05,0.19,97.18,5.65,0,0,10.28,0.03,0.06,0,0,0,0,3.39,3
84,1,22.68,0.26,5.67,5.02,0.17,0,0.31,32.6,9.07,0.01,0.05,24.38,1.42,0,0,2.58,0.01,0.01,0,0,0,0,0.85,3
85,,91.53,0.34,21.47,22.94,0.79,11.62,1.47,45.2,35.03,0.04,0.23,91.53,10.17,0,0,30.74,0.05,0.03,0,0,0,0,0,0
86,4,91.53,0.34,21.47,22.94,0.79,11.62,1.47,45.2,35.03,0.04,0.23,91.53,10.17,0,0,30.74,0.05,0.03,0,0,0,0,0,0
87,1,22.96,0.09,5.39,5.76,0.2,2.91,0.37,11.34,8.79,0.01,0.06,22.96,2.55,0,0,7.71,0.01,0.01,0,0,0,0,0,1
88,1,12.15,0.04,2.85,3.04,0.1,1.54,0.2,6,4.65,0.01,0.03,12.15,1.35,0,0,4.08,0.01,0,0,0,0,0,0,2
89,,147.4,0,19.8,40.26,1.54,26.16,0.66,303.6,8.8,0.02,0.07,123.2,4.4,0.68,2.42,45.1,0.02,0.43,149.6,0,61.6,0,0,0
90,6,113.9,0,15.3,31.11,1.19,20.21,0.51,234.6,6.8,0.02,0.05,95.2,3.4,0.53,1.87,34.85,0.01,0.33,115.6,0,47.6,0,0,0
91,1,18.99,0,2.55,5.19,0.2,3.37,0.09,39.12,1.13,0,0.01,15.88,0.57,0.09,0.31,5.81,0,0.06,19.28,0,7.94,0,0,1
92,1,10.05,0,1.35,2.74,0.1,1.78,0.04,20.7,0.6,0,0,8.4,0.3,0.05,0.16,3.08,0,0.03,10.2,0,4.2,0,0,2
93,,73.45,0,7.91,20.11,0.79,12,0.34,155.94,4.52,0.01,0.34,61.02,2.26,0.35,1.24,23.16,0.01,0.21,77.97,0,31.64,0,0,0
94,4,73.45,0,7.91,20.11,0.79,12,0.34,155.94,4.52,0.01,0.34,61.02,2.26,0.35,1.24,23.16,0.01,0.21,77.97,0,31.64,0,0,0
95,4,73.45,0,7.91,20.11,0.79,12,0.34,155.94,4.52,0.01,0.34,61.02,2.26,0.35,1.24,23.16,0.01,0.21,77.97,0,31.64,0,0,0
96,1,18.43,0,1.98,5.05,0.2,3.01,0.09,39.12,1.13,0,0.09,15.31,0.57,0.09,0.31,5.81,0,0.05,19.56,0,7.94,0,0,1
97,1,9.75,0,1.05,2.67,0.1,1.59,0.04,20.7,0.6,0,0.04,8.1,0.3,0.05,0.16,3.08,0,0.03,10.35,0,4.2,0,0,2
98,4,85.88,0.2,15.82,19.89,0.45,7.49,1.02,3.39,30.51,0.01,0.2,115.26,14.69,0,0,13.22,0.02,0.05,0,0,0,0,4.52,0
99,4,85.88,0.2,15.82,19.89,0.45,7.49,1.02,3.39,30.51,0.01,0.2,115.26,14.69,0,0,13.22,0.02,0.05,0,0,0,0,4.52,0
100,4,85.88,0.2,15.82,19.89,0.45,7.49,1.02,3.39,30.51,0.01,0.2,115.26,14.69,0,0,13.22,0.02,0.05,0,0,0,0,4.52,0
101,,85.88,0.2,15.82,19.89,0.45,7.49,1.02,3.39,30.51,0.01,0.2,115.26,14.69,0,0,13.22,0.02,0.05,0,0,0,0,4.52,0
102,1,11.4,0.03,2.1,2.64,0.06,0.99,0.14,0.45,4.05,0,0.03,15.3,1.95,0,0,1.76,0,0.01,0,0,0,0,0.6,3
103,,67.8,0,7.91,18.53,0,0,0.23,22.6,11.3,0.01,0.06,65.54,5.65,0,0,21.24,0.04,0.03,0,0,0,0,0,3
104,1,17.01,0,1.98,4.65,0,0,0.06,5.67,2.84,0,0.01,16.44,1.42,0,0,5.33,0.01,0.01,0,0,0,0,0,3
105,,73.45,1.56,13.56,12.28,2.03,8.93,2.44,33.9,20.34,0.02,0.41,107.35,6.78,0.08,0.68,0.23,0.09,0.05,14.69,0,11.3,0,5.65,0
106,4,73.45,1.56,13.56,12.28,2.03,8.93,2.44,33.9,20.34,0.02,0.41,107.35,6.78,0.08,0.68,0.23,0.09,0.05,14.69,0,11.3,0,5.65,0
107,4,73.45,1.56,13.56,12.28,2.03,8.93,2.44,33.9,20.34,0.02,0.41,107.35,6.78,0.08,0.68,0.23,0.09,0.05,14.69,0,11.3,0,5.65,0
108,4,73.45,1.56,13.56,12.28,2.03,8.93,2.44,33.9,20.34,0.02,0.41,107.35,6.78,0.08,0.68,0.23,0.09,0.05,14.69,0,11.3,0,5.65,0
109,1,18.43,0.39,3.4,3.08,0.51,2.24,0.61,8.51,5.1,0.01,0.1,26.93,1.7,0.02,0.17,0.06,0.02,0.01,3.69,0,2.84,0,1.42,1
110,,139.4,4.93,606.9,14.96,0,0,8.5,853.4,18.7,0.03,1.56,204,13.6,0,0,6.63,0.24,0.09,0,0,0,0,0,3
111,1,23.25,0.82,101.21,2.49,0,0,1.42,142.32,3.12,0,0.26,34.02,2.27,0,0,1.11,0.04,0.02,0,0,0,0,0,3
112,,130.9,3.57,771.8,17,0,0,7.14,1977.1,30.6,0.12,1.19,207.4,18.7,0,0,3.23,0.12,0.16,0,0,0,0,0,3
113,1,21.83,0.6,128.71,2.84,0,0,1.19,329.71,5.1,0.02,0.2,34.59,3.12,0,0,0.54,0.02,0.03,0,0,0,0,0,3
114,,96.9,3.23,28.9,12.58,1.87,2.46,4.25,1115.2,13.6,0.05,0.68,78.2,11.9,0.8,7.82,2.38,0.05,0.05,544,248.2,0,1751,13.6,1
115,6,96.9,3.23,28.9,12.58,1.87,2.46,4.25,1115.2,13.6,0.05,0.68,78.2,11.9,0.8,7.82,2.38,0.05,0.05,544,248.2,0,1751,13.6,1
116,6,96.9,3.23,28.9,12.58,1.87,2.46,4.25,1115.2,13.6,0.05,0.68,78.2,11.9,0.8,7.82,2.38,0.05,0.05,544,248.2,0,1751,13.6,1
117,6,96.9,3.23,28.9,12.58,1.87,2.46,4.25,1115.2,13.6,0.05,0.68,78.2,11.9,0.8,7.82,2.38,0.05,0.05,544,248.2,0,1751,13.6,1
118,1,16.16,0.54,4.82,2.1,0.31,0.41,0.71,185.98,2.27,0.01,0.11,13.04,1.98,0.13,1.3,0.4,0.01,0.01,90.72,41.39,0,292,2.27,3
119,1,9.12,0.3,2.72,1.18,0.18,0.23,0.4,104.96,1.28,0,0.06,7.36,1.12,0.08,0.74,0.22,0,0.01,51.2,23.36,0,164.8,1.28,3
120,,71.19,2.55,16.95,9.24,1.47,1.6,2.76,809.08,11.3,0.04,0.68,98.31,11.3,0.35,1.81,0.11,0.04,0.06,395.5,179.67,0,537.88,9.04,1
121,4,71.19,2.55,16.95,9.24,1.47,1.6,2.76,809.08,11.3,0.04,0.68,98.31,11.3,0.35,1.81,0.11,0.04,0.06,395.5,179.67,0,537.88,9.04,1
122,4,71.19,2.55,16.95,9.24,1.47,1.6,2.76,809.08,11.3,0.04,0.68,98.31,11.3,0.35,1.81,0.11,0.04,0.06,395.5,179.67,0,537.88,9.04,1
123,4,71.19,2.55,16.95,9.24,1.47,1.6,2.76,809.08,11.3,0.04,0.68,98.31,11.3,0.35,1.81,0.11,0.04,0.06,395.5,179.67,0,537.88,9.04,1
124,1,17.86,0.64,4.25,2.32,0.37,0.4,0.69,202.99,2.84,0.01,0.17,24.66,2.84,0.09,0.45,0.03,0.01,0.01,99.22,45.08,0,134.95,2.27,3
125,1,10.08,0.36,2.4,1.31,0.21,0.23,0.39,114.56,1.6,0.01,0.1,13.92,1.6,0.05,0.26,0.02,0.01,0.01,56,25.44,0,76.16,1.28,3
126,,86.7,2.04,586.5,9.35,1.87,2.36,8.67,2803.3,15.3,0.02,1.48,241.4,18.7,0.85,4.25,5.1,0.13,0.12,1387.2,588.2,0,4377.5,22.1,1
127,6,86.7,2.04,586.5,9.35,1.87,2.36,8.67,2803.3,15.3,0.02,1.48,241.4,18.7,0.85,4.25,5.1,0.13,0.12,1387.2,588.2,0,4377.5,22.1,1
128,1,14.46,0.34,97.81,1.56,0.31,0.39,1.45,467.49,2.55,0,0.25,40.26,3.12,0.14,0.71,0.85,0.02,0.02,231.34,98.09,0,730.01,3.69,3
129,4,108.48,7.83,25.99,7.19,2.03,2.44,2.29,5012.68,21.47,0.03,0.4,143.51,16.95,0.64,13.11,0,0.09,0.04,2446.45,1122.09,0,0,13.56,1
130,,47.46,1.66,21.47,3.65,2.6,1.13,4.44,514.15,46.33,0.02,0.68,190.97,13.56,0.97,69.27,21.47,0.1,0.05,303.97,6.78,0,0,6.78,2
131,4,47.46,1.66,21.47,3.65,2.6,1.13,4.44,514.15,46.33,0.02,0.68,190.97,13.56,0.97,69.27,21.47,0.1,0.05,303.97,6.78,0,0,6.78,2
132,4,47.46,1.66,21.47,3.65,2.6,1.13,4.44,514.15,46.33,0.02,0.68,190.97,13.56,0.97,69.27,21.47,0.1,0.05,303.97,6.78,0,0,6.78,2
133,1,11.91,0.42,5.39,0.92,0.65,0.28,1.11,128.99,11.62,0.01,0.17,47.91,3.4,0.24,17.38,5.39,0.02,0.01,76.26,1.7,0,0,1.7,3
134,6,112.2,2.89,316.2,15.11,1.02,1.39,6.46,3315,18.7,0.07,0.7,161.5,17,0.32,5.61,2.89,0.1,0.03,1618.4,732.7,0,0,47.6,2
135,,112.2,2.89,316.2,15.11,1.02,1.39,6.46,3315,18.7,0.07,0.7,161.5,17,0.32,5.61,2.89,0.1,0.03,1618.4,732.7,0,0,47.6,2
136,1,10.56,0.27,29.76,1.42,0.1,0.13,0.61,312,1.76,0.01,0.07,15.2,1.6,0.03,0.53,0.27,0.01,0,152.32,68.96,0,0,4.48,3
137,4,57.63,1.02,16.95,10.4,1.24,0.62,1.81,1322.1,20.34,0.01,0.28,67.8,9.04,0.12,2.03,1.13,0.03,0.03,645.23,293.8,0,0,11.3,3
138,,57.63,1.02,16.95,10.4,1.24,0.62,1.81,1322.1,20.34,0.01,0.28,67.8,9.04,0.12,2.03,1.13,0.03,0.03,645.23,293.8,0,0,11.3,3
139,4,57.63,1.02,16.95,10.4,1.24,0.62,1.81,1322.1,20.34,0.01,0.28,67.8,9.04,0.12,2.03,1.13,0.03,0.03,645.23,293.8,0,0,11.3,3
140,1,8.16,0.14,2.4,1.47,0.18,0.09,0.26,187.2,2.88,0,0.04,9.6,1.28,0.02,0.29,0.16,0,0,91.36,41.6,0,0,1.6,3
141,,93.5,2.01,132.6,14.94,1.53,1.82,4.03,2939.3,35.7,0.05,0.68,66.3,11.9,0.26,2.72,0.17,0.09,0.05,1428,666.4,0,0,15.3,2
142,6,93.5,2.01,132.6,14.94,1.53,1.82,4.03,2939.3,35.7,0.05,0.68,66.3,11.9,0.26,2.72,0.17,0.09,0.05,1428,666.4,0,0,15.3,2
143,6,93.5,2.01,132.6,14.94,1.53,1.82,4.03,2939.3,35.7,0.05,0.68,66.3,11.9,0.26,2.72,0.17,0.09,0.05,1428,666.4,0,0,15.3,2
144,6,93.5,2.01,132.6,14.94,1.53,1.82,4.03,2939.3,35.7,0.05,0.68,66.3,11.9,0.26,2.72,0.17,0.09,0.05,1428,666.4,0,0,15.3,2
145,1,15.59,0.33,22.11,2.49,0.26,0.3,0.67,490.17,5.95,0.01,0.11,11.06,1.98,0.04,0.45,0.03,0.01,0.01,238.14,111.13,0,0,2.55,3
146,1,8.8,0.19,12.48,1.41,0.14,0.17,0.38,276.64,3.36,0.01,0.06,6.24,1.12,0.02,0.26,0.02,0.01,0,134.4,62.72,0,0,1.44,3
147,,74.58,2.33,25.99,10.26,2.37,2.82,3.04,2465.66,30.51,0.05,0.62,157.07,15.82,0.24,2.15,0.11,0.07,0.08,1197.8,559.35,0,0,18.08,1
148,4,74.58,2.33,25.99,10.26,2.37,2.82,3.04,2465.66,30.51,0.05,0.62,157.07,15.82,0.24,2.15,0.11,0.07,0.08,1197.8,559.35,0,0,18.08,1
149,4,74.58,2.33,25.99,10.26,2.37,2.82,3.04,2465.66,30.51,0.05,0.62,157.07,15.82,0.24,2.15,0.11,0.07,0.08,1197.8,559.35,0,0,18.08,1
150,4,74.58,2.33,25.99,10.26,2.37,2.82,3.04,2465.66,30.51,0.05,0.62,157.07,15.82,0.24,2.15,0.11,0.07,0.08,1197.8,559.35,0,0,18.08,1
151,1,18.71,0.58,6.52,2.57,0.6,0.71,0.76,618.6,7.65,0.01,0.16,39.41,3.97,0.06,0.54,0.03,0.02,0.02,300.51,140.33,0,0,4.54,3
152,1,10.56,0.33,3.68,1.45,0.34,0.4,0.43,349.12,4.32,0.01,0.09,22.24,2.24,0.03,0.3,0.02,0.01,0.01,169.6,79.2,0,0,2.56,3
153,1,114.5,3.89,36.64,16.49,2.52,3.94,3.66,3169.36,84.73,0.04,0.5,151.14,11.45,1.17,15.8,2.29,0.08,0.64,1543.46,716.77,0,0,9.16,1
